"","Row.names","TCGA-AO-A126","TCGA-A2-A0CZ","TCGA-AC-A23G","TCGA-AN-A0XL","TCGA-EW-A3E8","TCGA-B6-A402","TCGA-EW-A1PF","TCGA-AC-A2QI","TCGA-E2-A10F","TCGA-A8-A06N","TCGA-A7-A5ZV","TCGA-LL-A441","TCGA-A7-A3J0","TCGA-AC-A2FM","TCGA-AO-A0JL","TCGA-D8-A1XD","TCGA-E2-A15F","TCGA-E2-A14U","TCGA-B6-A0IQ","TCGA-E2-A108","TCGA-A2-A4RY","TCGA-A8-A07C","TCGA-A2-A0CY","TCGA-A8-A08I","TCGA-E9-A54X","y"
"6519","ENSG00000131966",2561,2674,1375,3235,4516,3812,2301,3472,3584,7863,1023,2434,4770,5838,1377,2978,2210,3489,4274,2469,2090,2379,1153,5748,2178,"ACTR10"
"6520","ENSG00000131969",6,58,44,361,26,19,14,10,86,1873,3,16,202,1183,5,498,16,59,12,45,40,5,142,611,162,"ABHD12B"
"6521","ENSG00000131979",400,405,226,325,859,404,738,1005,776,487,121,1173,1453,1940,420,544,1128,596,463,1439,390,852,363,4545,684,"GCH1"
"6522","ENSG00000131981",6557,8645,7497,10299,18221,14795,4813,14624,11689,807,5802,6000,2843,2399,3257,4139,2482,13334,2297,10225,8028,3373,5263,7329,2641,"LGALS3"
"6523","ENSG00000131982",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"6524","ENSG00000132000",2060,1398,1671,362,1294,337,946,1276,1508,34,828,1194,176,2093,100,792,291,1743,399,914,1427,343,1666,270,29,"PODNL1"
"6525","ENSG00000132002",6757,6176,4492,9821,7047,9753,9392,10286,7658,20402,8176,10284,10848,20685,4000,8603,13348,11068,31307,7999,3815,11450,12015,11197,7066,"DNAJB1"
"6526","ENSG00000132003",1617,1520,1096,913,1474,2832,1746,1277,1395,1204,239,1960,1898,1900,1868,874,678,1556,1833,1118,1238,3520,6514,755,423,"ZSWIM4"
"6527","ENSG00000132004",850,647,731,768,2495,670,927,1885,967,1009,830,1021,1777,1133,357,1177,606,2033,1473,534,1063,960,284,846,1085,"FBXW9"
"6528","ENSG00000132005",1590,1133,1061,1248,2113,998,1471,2070,1654,1297,742,2201,3210,1636,873,1458,1144,2660,1813,1320,1589,1325,1108,1714,1095,"RFX1"
"6529","ENSG00000132010",99,40,21,62,116,24,55,89,64,83,15,56,91,77,43,44,76,102,130,37,47,71,27,147,79,"ZNF20"
"6530","ENSG00000132016",144,107,101,188,258,400,293,214,184,337,64,750,782,133,236,225,215,322,663,162,379,1721,654,560,68,"C19orf57"
"6531","ENSG00000132017",1723,1129,912,1155,2552,1407,1391,1771,1432,2175,1122,3722,2795,3290,1267,1348,1167,2182,4253,1437,1887,2973,2366,1795,982,"DCAF15"
"6532","ENSG00000132024",2910,2294,1772,2253,5074,2388,3042,4171,2926,4076,2584,5896,11150,6989,2998,2470,2766,5455,3878,2372,4044,4070,6422,3152,1829,"CC2D1A"
"6533","ENSG00000132026",2,16,0,38,53,17,18,12,17,8,13,1,713,11,5,5,2,2,13,13,29,7,2,44,225,"RTBDN"
"6534","ENSG00000132031",3412,1348,1716,834,2222,1161,2777,4770,3763,370,465,539,766,1011,81,3083,4811,577,395,1060,876,130,80,1466,119,"MATN3"
"6535","ENSG00000132109",1656,822,434,1283,2139,514,1033,1804,1908,3561,402,1733,1703,738,372,452,1173,1287,1664,1545,681,834,386,5537,545,"TRIM21"
"6536","ENSG00000132122",1163,716,473,1280,1010,395,1407,1301,1472,1298,1599,752,1999,523,285,580,858,1217,740,509,846,800,246,2374,1005,"SPATA6"
"6537","ENSG00000132128",5477,5624,3225,4094,9201,3536,9253,7022,6040,10473,8368,10217,9863,4961,2506,5643,8693,8592,11612,4367,5089,3996,2900,15256,5477,"LRRC41"
"6538","ENSG00000132141",169,233,135,188,407,173,274,307,203,565,64,255,358,420,103,332,268,408,278,173,187,111,76,502,171,"CCT6B"
"6539","ENSG00000132153",2770,4509,2917,4227,5928,7498,6692,7662,5501,8953,1427,7434,10129,9541,2534,5494,7232,7639,7462,3912,5463,3385,2340,8530,3848,"DHX30"
"6540","ENSG00000132155",5372,4642,2727,5991,7647,5512,7221,7032,6418,11053,5543,6935,4882,7468,1893,4698,7543,7351,8558,5386,4996,22733,8376,12323,3811,"RAF1"
"6541","ENSG00000132164",4,236,9,2,6,604,155,10,34,1,551,527,53,94,222,105,291,148,1374,5,52,2,1097,519,1,"SLC6A11"
"6542","ENSG00000132170",486,751,184,1824,1147,146,412,412,638,165,135,775,172,512,495,81,931,563,648,2273,459,444,139,1016,21,"PPARG"
"6543","ENSG00000132182",3864,3029,2588,5317,7346,3816,8360,5998,7568,22137,936,9194,12330,9491,1544,5075,14237,6152,8818,4691,4945,37646,10595,14583,5075,"NUP210"
"6544","ENSG00000132185",7,55,5,5,388,12,96,128,24,13,16,2652,43,10,16,11,176,21,77,251,146,145,2,180,2,"FCRLA"
"6545","ENSG00000132196",468,442,475,555,1616,762,743,920,1439,1245,525,651,863,1087,398,432,702,816,945,638,416,880,345,1537,607,"HSD17B7"
"6546","ENSG00000132199",3234,963,678,2343,5390,2512,1840,2778,2539,7083,1220,2912,1938,1912,3444,2048,1053,4028,3155,1321,4005,2844,1308,7436,2314,"ENOSF1"
"6547","ENSG00000132204",0,0,0,278,0,0,0,1,0,0,0,6,6,0,0,0,0,2,1,1,0,1,13,9,1,NA
"6548","ENSG00000132205",427,982,716,796,1117,1592,714,789,1667,388,609,883,747,468,475,270,308,491,516,2014,650,2435,801,5419,115,"EMILIN2"
"6549","ENSG00000132207",0,0,2,3,1,3,3,0,0,0,0,0,2,0,0,6,4,0,17,0,5,1,4,0,0,"SLX1A"
"6550","ENSG00000132254",18456,3672,1734,11961,11582,2777,4935,6946,4644,27224,2116,3525,14767,7947,1280,4403,3045,9942,4060,2165,5233,1715,1724,11246,6331,"ARFIP2"
"6551","ENSG00000132256",699,849,442,1547,2048,481,1446,1571,1347,1644,645,2018,1169,579,783,349,1009,1920,2844,874,1230,1257,239,2992,652,"TRIM5"
"6552","ENSG00000132259",23,12,1,10,12,34,13,11,15,14,18,32,39,35,6,15,25,27,21,9,32,8,9,11,29,"CNGA4"
"6553","ENSG00000132274",1767,2444,1453,2257,7902,1071,3531,3197,4828,4218,991,11367,2046,1030,545,1055,2686,2780,3345,5419,3523,2634,169,14028,286,"TRIM22"
"6554","ENSG00000132275",1875,662,504,1730,1581,716,893,1552,1563,3087,709,1700,2715,1631,383,1188,1092,1638,2054,973,1222,1133,516,2878,901,"RRP8"
"6555","ENSG00000132286",2980,1123,733,3333,3211,1512,2214,3394,2607,12241,1132,1986,4908,3436,582,1899,2880,3053,1984,1672,1344,2506,694,4089,2177,"TIMM10B"
"6556","ENSG00000132294",3208,3619,2720,7614,5007,9421,10470,6476,5920,24032,4306,4240,17368,14610,3169,10319,11058,7165,2663,8045,2908,5188,2324,15174,5359,"EFR3A"
"6557","ENSG00000132297",1,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,1,0,"HHLA1"
"6558","ENSG00000132300",2526,1960,945,3173,3942,5678,2791,2844,3197,2921,2372,3319,5561,3061,1698,3622,3933,3661,6606,2973,2777,9849,1763,5598,2518,"PTCD3"
"6559","ENSG00000132305",4792,3948,2305,4994,6979,5792,7250,5804,5820,6329,5663,4121,8140,4314,1829,5453,5522,6067,7939,6038,3251,12541,2768,14006,3785,"IMMT"
"6560","ENSG00000132313",2451,1685,754,2849,2526,2912,3357,2917,2790,1967,1477,1516,3453,1765,1225,2450,2962,2555,3279,2101,1277,5424,1756,4001,2492,"MRPL35"
"6561","ENSG00000132321",352,349,384,2581,184,206,143,282,1108,22,905,131,1879,61,1315,199,189,1023,47,204,603,69,551,189,269,"IQCA1"
"6562","ENSG00000132323",1671,744,477,1094,2673,2488,839,1779,1262,2569,600,2353,1509,1010,1664,1340,1728,2052,2970,888,1394,1530,616,1817,1100,"ILKAP"
"6563","ENSG00000132326",4142,1462,1491,3142,3382,1013,1629,2946,2184,6874,1584,2063,3968,2114,308,2239,3782,6583,1825,1642,3340,1226,904,2526,1166,"PER2"
"6564","ENSG00000132329",260,415,674,750,563,264,538,277,356,4290,705,376,51,4206,75,1386,2487,294,198,745,379,179,238,989,255,"RAMP1"
"6565","ENSG00000132330",91,82,58,161,226,407,84,177,132,316,53,323,147,90,117,112,206,191,346,90,166,133,86,274,81,"SCLY"
"6566","ENSG00000132334",1493,1615,1136,1128,1557,661,2074,1647,2114,433,573,1970,1053,1113,653,945,2587,1136,923,2187,1846,1536,626,3975,534,"PTPRE"
"6567","ENSG00000132341",10452,7209,4812,8035,12745,19007,12515,11115,14555,24411,8493,19477,15139,17479,6506,11608,13400,10846,30683,10519,6589,38977,19837,22737,10944,"RAN"
"6568","ENSG00000132356",2462,2492,1647,7099,4319,2890,3619,4711,1920,6145,2326,3790,3419,2652,2988,2982,2478,5166,3422,3277,3447,6987,1660,10758,2603,"PRKAA1"
"6569","ENSG00000132357",528,744,454,962,517,259,804,678,697,156,334,737,207,266,461,190,192,210,642,1024,369,1917,294,881,22,"CARD6"
"6570","ENSG00000132359",1531,595,346,908,932,3836,858,1182,433,3926,211,2284,7025,3596,1170,904,1319,2448,2543,616,1356,1704,657,3423,113,"RAP1GAP2"
"6571","ENSG00000132361",2460,4906,2908,2843,5743,8345,5822,4043,3571,5830,3131,5480,16400,5095,3722,5423,5709,8900,9049,3544,4562,6230,4444,11028,2134,"CLUH"
"6572","ENSG00000132376",2492,2983,1766,2207,4626,1862,2364,1942,1974,3320,2045,2390,6449,5315,926,2072,2979,4844,2116,2275,2125,3465,1952,4177,732,"INPP5K"
"6573","ENSG00000132382",2216,4750,2374,1901,4507,5210,3319,2931,2634,4877,2946,6801,8435,4201,3427,3973,4314,6925,9484,2593,4705,4667,3844,8081,1190,"MYBBP1A"
"6574","ENSG00000132383",2816,4725,3549,4875,4894,4153,4831,5617,5277,8125,3800,6010,10265,6765,2021,6456,5768,6814,11697,5037,3660,21785,2803,17072,2214,"RPA1"
"6575","ENSG00000132386",22972,27480,19506,18795,12826,6134,13045,19332,21082,441,499,16944,2129,2089,3673,6792,3939,10651,3592,24597,6421,8843,1447,5371,307,"SERPINF1"
"6576","ENSG00000132388",1990,3029,1463,2399,2519,2262,3504,3369,2531,5578,1608,3006,4800,4881,1701,4084,4221,4570,4139,2516,1822,5037,1762,5958,1108,"UBE2G1"
"6577","ENSG00000132394",2521,828,729,1067,1240,1091,996,1899,1291,2041,1353,1386,1618,2503,789,652,970,2019,2575,936,1208,578,915,1602,730,"EEFSEC"
"6578","ENSG00000132405",403,1256,746,1618,1238,977,2396,2654,1969,6553,407,1756,4299,5377,119,2573,2070,2645,819,1299,1390,4712,202,3878,901,"TBC1D14"
"6579","ENSG00000132406",1380,1094,531,1601,2348,987,1222,1612,1296,5626,361,1475,1896,2444,1318,1339,1623,1783,1208,903,996,1699,244,1994,1988,"TMEM128"
"6580","ENSG00000132423",605,171,138,518,362,447,337,354,220,574,199,311,366,341,241,413,159,455,1864,226,193,2652,376,260,218,"COQ3"
"6581","ENSG00000132424",5300,2693,1194,6399,8517,11642,4354,5187,3614,9899,1849,13368,4458,4681,4347,6192,2978,8545,14495,3647,7479,15734,2143,4897,4138,"PNISR"
"6582","ENSG00000132429",2,9,11,18,20,35,4,7,10,333,35,22,11,8,6,12,37,11,2,3,27,246,13,6,0,"POPDC3"
"6583","ENSG00000132432",3434,2464,886,2186,4082,2252,2384,2122,1784,2882,5930,3550,3109,3621,2621,2162,2020,1911,4178,2050,907,5813,6806,2430,3800,"SEC61G"
"6584","ENSG00000132434",1529,1266,900,1193,1612,851,2216,1206,1368,2493,972,3881,1504,1978,2233,2222,1734,1609,4755,1079,1004,5562,2234,1771,1360,"LANCL2"
"6585","ENSG00000132436",468,356,262,1226,589,980,978,661,839,1898,566,1451,881,638,1349,922,1080,748,1816,935,511,6400,745,2058,677,"FIGNL1"
"6586","ENSG00000132437",4,2,0,0,9,41,2,4,3,3,24,15,980,11,11,6,0,16,241,2,12,114,29,12,5,"DDC"
"6587","ENSG00000132446",0,0,0,0,0,827,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,"FTHL17"
"6588","ENSG00000132463",6087,4944,2333,6198,6720,6935,6792,6074,6359,16218,3154,6761,9449,6964,4779,5074,9178,6530,8092,5771,3653,8653,4820,8689,7292,"GRSF1"
"6589","ENSG00000132464",0,27,2,9,7,2,8,2,0,2,1,19,0,0,0,2,4,3,2,9,6,4,0,7,0,"ENAM"
"6590","ENSG00000132465",954,63504,2288,1647,12601,731,11592,7819,2215,251,27,13647,671,1478,1963,4758,4782,3850,4193,25141,23031,13536,319,9726,2,"JCHAIN"
"6591","ENSG00000132466",4917,5628,3066,7910,7624,4322,13906,7607,7938,22226,2817,8386,11772,6093,6724,9965,9768,8070,7791,6838,5800,17394,5320,12587,3294,"ANKRD17"
"6592","ENSG00000132467",1673,1472,825,1994,2117,2770,2322,2386,1935,5640,720,2669,2925,2508,1487,1490,1633,2565,2403,1553,1079,2262,1271,2349,1728,"UTP3"
"6593","ENSG00000132470",3402,7742,7942,8552,6931,4228,10734,5278,3559,2988,104,9800,1499,2581,861,2411,4719,25279,2750,6546,14457,15691,3772,778,1416,"ITGB4"
"6594","ENSG00000132471",7910,9669,4342,7190,12361,15127,7482,7564,6725,39227,12609,11925,17286,19520,5083,3658,7446,11757,10991,5671,6932,10146,5748,10260,6773,"WBP2"
"6595","ENSG00000132475",38194,26265,17257,38511,66756,40438,32516,41185,34874,123119,25830,50726,48703,91318,17617,15864,30442,50782,82474,19401,34204,86598,9461,30304,35105,"H3-3B"
"6596","ENSG00000132478",1811,1490,1184,2814,4241,2135,1628,2595,2034,7002,1130,5807,3839,5623,878,1370,1354,3355,3557,1243,2482,6387,991,3129,1050,"UNK"
"6597","ENSG00000132481",1817,1630,1639,1391,2465,7271,2338,2604,3118,1920,6239,6920,2166,1395,1879,397,2229,1616,3822,2062,2146,1810,888,1677,982,"TRIM47"
"6598","ENSG00000132485",3112,2583,1162,4983,8142,4929,3526,4173,4488,9958,2032,10486,5352,3853,4591,4678,5535,5939,11175,2954,5971,8575,1473,7418,4022,"ZRANB2"
"6599","ENSG00000132507",23668,20169,10671,8359,18098,22891,16410,15122,12523,14372,16996,23219,31259,20695,34222,15168,16899,23359,45931,13901,8635,17042,19925,31786,11082,"EIF5A"
"6600","ENSG00000132510",2623,2699,3100,2430,3572,2182,3808,2975,2421,5142,1136,5047,7274,7970,3925,3872,2454,5391,4530,2671,3654,3663,2489,3543,1201,"KDM6B"
"6601","ENSG00000132514",106,401,209,367,639,18,257,240,150,18,32,623,163,83,16,16,125,111,248,751,615,222,0,2617,6,"CLEC10A"
"6602","ENSG00000132517",22,46,34,114,105,1806,27,57,106,437,148,193,16,25,1238,23,87,268,26,143,175,35,204,48,1,"SLC52A1"
"6603","ENSG00000132518",189,63,25,24,52,12,12,47,48,334,41,82,7,227,26,14,29,271,18,35,81,11,37,304,15,"GUCY2D"
"6604","ENSG00000132522",157,106,45,140,788,217,125,148,149,330,88,692,205,327,280,202,218,283,279,152,237,210,100,586,83,"GPS2"
"6605","ENSG00000132530",159,341,160,338,1544,302,1131,470,969,3723,165,2896,370,202,97,194,730,170,558,690,880,427,30,8203,28,"XAF1"
"6606","ENSG00000132535",1274,1200,689,949,1529,719,1279,1062,1015,353,244,894,2036,489,576,673,1225,1926,563,921,1067,266,491,2024,1057,"DLG4"
"6607","ENSG00000132541",1277,788,335,870,1044,3036,712,674,628,3615,1569,774,796,965,2686,414,782,792,1690,1180,273,3415,868,1635,1046,"RIDA"
"6608","ENSG00000132549",2350,2921,1624,5965,3852,3427,4677,3672,3450,18674,2992,3075,5810,6655,2101,6385,7535,3237,2357,3530,2540,7712,832,7426,1690,"VPS13B"
"6609","ENSG00000132554",196,72,100,84,178,7,663,51,628,175,14,24,98,215,9,37,577,62,9,83,110,18,0,551,487,"RGS22"
"6610","ENSG00000132561",530,2736,1245,4233,1824,126,1364,986,567,549,8717,3221,605,1830,1076,2901,1953,10345,228,5037,7303,436,511,971,194,"MATN2"
"6611","ENSG00000132563",212,155,157,580,153,187,217,89,160,86,26,361,3699,148,371,544,1576,496,1907,121,282,260,181,2034,1122,"REEP2"
"6612","ENSG00000132570",682,277,251,688,963,432,840,995,1109,1339,387,621,843,778,317,598,757,902,483,399,519,462,428,1125,859,"PCBD2"
"6613","ENSG00000132581",3106,2726,1239,2707,3613,1795,2083,3327,2364,7592,1873,2858,5457,3723,1413,1419,1945,3327,2200,2034,1543,5272,4355,4354,1880,"SDF2"
"6614","ENSG00000132589",9109,6177,4092,5244,10418,4410,4438,7047,6659,19240,2425,16882,12100,14543,4910,4538,6667,11368,9032,6876,6707,6845,20122,14484,4789,"FLOT2"
"6615","ENSG00000132591",3708,2483,1443,2497,4315,1648,2031,3384,2804,8536,1956,3165,3891,5685,2057,2502,3692,3625,4436,2319,1968,5852,13172,5330,2038,"ERAL1"
"6616","ENSG00000132600",2163,1282,866,1008,2925,1702,2651,1527,1692,2243,1480,3245,2843,1998,1578,1731,1442,3035,2686,1192,1966,908,2373,3544,1949,"PRMT7"
"6617","ENSG00000132603",959,934,627,1113,1074,2807,1414,1152,1196,2209,1950,3245,1917,1101,1740,1285,1018,1581,2836,1359,714,2018,2201,3587,1474,"NIP7"
"6618","ENSG00000132604",1498,1415,869,1466,1778,1715,2104,1751,1671,4340,2410,3271,3493,2054,1197,1951,1889,2462,3224,1624,1498,2480,1263,5828,1437,"TERF2"
"6619","ENSG00000132612",3021,2381,1406,1975,3368,2785,4279,3024,2177,4360,4337,6455,5415,3482,2830,3088,2216,4586,4407,2219,2383,2357,3121,8228,3654,"VPS4A"
"6620","ENSG00000132613",1300,1222,957,929,1636,2576,1270,1173,1387,1108,3956,6029,1202,908,4195,2049,1194,1375,1588,1072,1493,520,1126,3025,531,"MTSS2"
"6621","ENSG00000132622",773,1151,1175,1147,1833,130,1037,1418,697,754,39,1118,435,4026,317,346,213,1356,181,981,853,292,129,264,95,"HSPA12B"
"6622","ENSG00000132623",717,371,483,1483,1428,942,1276,1546,1442,2413,88,773,2314,1679,434,422,1041,854,349,754,403,1060,655,4020,905,"ANKEF1"
"6623","ENSG00000132631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SCP2D1"
"6624","ENSG00000132635",2336,1319,844,1473,5426,1924,1054,1445,1645,4434,240,3829,1555,4220,1065,1085,682,3012,1853,901,2284,578,1289,3024,1444,"PCED1A"
"6625","ENSG00000132639",47,48,28,19,40,22,96,22,14,1,4,119,9227,218,18,24,84,22,73,48,45,28,20,746,330,"SNAP25"
"6626","ENSG00000132640",1083,1754,1000,2431,1459,7412,2253,2273,1600,3365,575,3351,3014,2861,3433,1284,1202,1809,3870,1459,1753,14716,1610,4806,1312,"BTBD3"
"6627","ENSG00000132646",5184,2309,1881,6439,7162,12438,4316,4111,4748,11452,1646,8966,4634,7999,5470,7432,2855,3522,9967,4412,2018,14323,2872,24314,3570,"PCNA"
"6628","ENSG00000132661",1561,731,711,1071,1416,1711,744,1047,966,1864,1560,1586,944,1254,1108,337,678,1335,2188,792,565,1887,858,2229,613,"NXT1"
"6629","ENSG00000132664",675,484,352,897,907,1419,664,885,837,2154,209,1651,821,1138,829,472,746,899,1029,531,560,2648,620,1730,732,"POLR3F"
"6630","ENSG00000132669",4182,6702,3809,7415,4423,3445,6384,6532,9405,4684,644,5481,2567,1334,1779,3676,3366,3757,2312,5482,4582,3093,1539,7280,1639,"RIN2"
"6631","ENSG00000132670",6166,4712,3691,7510,10291,4948,7053,8316,7398,16510,1223,7711,7894,12024,2599,6127,3985,8388,5799,5318,4824,6131,3069,21723,4251,"PTPRA"
"6632","ENSG00000132671",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,26,0,"SSTR4"
"6633","ENSG00000132676",6875,4554,3770,9373,8979,20455,6802,11412,10180,15206,5890,12043,9148,7633,6840,3946,5455,6815,17691,5871,4582,22469,7820,10032,4331,"DAP3"
"6634","ENSG00000132677",21,6,11,55,92,21,164,103,96,20,17,23,1,471,172,15,114,53,65,1,22,9,62,14,5,"RHBG"
"6635","ENSG00000132680",1747,1201,601,3578,5725,9068,2562,2998,4185,6169,3042,8319,3426,2470,7718,2568,3783,3620,11540,1570,4891,6673,1721,4623,1916,"KHDC4"
"6636","ENSG00000132681",1274,263,91,72,638,5,88,604,203,2044,29,36,46,440,8,32,202,173,12,83,9,10,2,147,112,"ATP1A4"
"6637","ENSG00000132688",2560,5221,3935,6010,5048,13623,7104,4714,3934,2449,5640,4065,3261,5171,8929,1864,2291,12030,110558,4692,5416,15137,1821,989,335,"NES"
"6638","ENSG00000132692",145,78,19,14,44,25,100,32,244,20,129,71,148,88,3076,47,52,975,89,51,127,13,3,233,105,"BCAN"
"6639","ENSG00000132693",0,2,1,2,3,0,3,5,0,0,0,5,35,0,0,0,0,4,26,10,10,1,0,0,0,"CRP"
"6640","ENSG00000132694",3745,3192,2518,6026,4221,8891,5690,8797,7303,9351,3769,6069,6759,6796,3691,3188,5546,5076,10777,3881,4354,9236,2733,11254,1914,"ARHGEF11"
"6641","ENSG00000132698",7508,3557,2964,6119,7779,12981,5446,9613,8707,6569,765,3897,5741,4257,7682,3656,3897,7435,13707,2733,4163,13985,8146,4670,5117,"RAB25"
"6642","ENSG00000132702",11,3,3,13,39,3,7,6,9,9,38,8,10,41,15,1,2,28,13,0,9,13,6,19,7,"HAPLN2"
"6643","ENSG00000132703",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"APCS"
"6644","ENSG00000132704",1,23,0,5,269,10,49,24,2,0,2,2310,13,3,2,4,65,2,72,128,132,104,6,175,0,"FCRL2"
"6645","ENSG00000132716",5366,3605,1990,8039,7732,12912,3995,8555,6685,12508,5239,8986,6437,5862,5519,4254,3660,7032,10555,3225,5249,7129,3962,4993,3332,"DCAF8"
"6646","ENSG00000132718",777,936,879,1795,1406,443,1632,1785,1633,316,177,1559,657,831,297,567,580,451,1638,2431,778,3171,147,4534,216,"SYT11"
"6647","ENSG00000132740",1448,893,474,1511,1512,871,815,1483,822,1725,821,2073,2040,3504,353,898,1088,1749,1163,715,1394,1723,1130,1533,726,"IGHMBP2"
"6648","ENSG00000132744",13,26,6,15,66,11,13,22,4,2,387,342,45,1,9,0,7,112,48,50,34,4,9,426,4,"ACY3"
"6649","ENSG00000132746",4333,373,442,1984,10583,207,28505,13423,215,15992,3645,6296,24700,35435,209,3904,2179,27337,4765,1003,3437,1560,4429,11840,2192,"ALDH3B2"
"6650","ENSG00000132749",3527,644,407,3494,3825,3394,1101,2422,2193,8731,904,1661,2879,5064,520,1147,1509,3377,635,708,1080,906,1932,4239,1493,"TESMIN"
"6651","ENSG00000132763",987,452,234,994,1095,927,673,577,767,1763,1041,836,576,287,547,447,656,1223,2432,515,562,1177,423,3495,420,"MMACHC"
"6652","ENSG00000132768",1003,1403,628,1177,1914,2289,2075,2050,1622,4041,2005,3105,2491,1273,666,1119,1643,2046,3004,1070,1250,2191,963,3720,1121,"DPH2"
"6653","ENSG00000132773",814,561,369,823,1603,587,855,917,848,2339,760,1012,751,378,277,488,676,1024,1444,799,655,555,313,1875,422,"TOE1"
"6654","ENSG00000132780",6840,2774,1757,5837,7516,6387,4590,3772,3991,8513,10172,11656,4835,3420,5555,4097,3348,6265,37204,3789,4516,12509,3199,20049,3480,"NASP"
"6655","ENSG00000132781",1064,295,193,556,1460,790,451,629,487,1358,1806,1660,934,533,720,427,484,864,2001,430,856,446,416,2684,548,"MUTYH"
"6656","ENSG00000132792",2927,1976,1296,3121,3715,2574,2252,2714,2400,3991,2676,4050,1740,3121,1871,1492,2133,3319,2846,2595,1759,2624,3624,6807,1235,"CTNNBL1"
"6657","ENSG00000132793",898,599,369,811,2852,1986,1134,876,1123,2786,1221,2637,881,1364,1850,174,751,2312,774,574,2398,472,1607,2794,636,"LPIN3"
"6658","ENSG00000132801",254,160,113,299,310,242,258,577,291,931,227,826,489,193,339,186,279,444,331,252,214,468,273,992,246,"ZSWIM3"
"6659","ENSG00000132819",1493,1082,1066,870,2102,5679,1667,1677,1867,835,860,6051,2085,1229,2824,814,4338,1772,6413,3171,1993,3948,2605,3056,1348,"RBM38"
"6660","ENSG00000132821",39,59,37,102,190,13,72,51,111,3,479,117,41,21,428,10,190,52,707,123,347,2,3333,394,818,"VSTM2L"
"6661","ENSG00000132823",2076,1567,912,2483,2963,2017,2660,2080,2206,5840,2172,4679,2946,2872,1079,1306,2686,2799,2762,1749,1574,2648,3569,5918,1360,"OSER1"
"6662","ENSG00000132824",9163,8439,5491,16876,11467,6117,12360,12155,12038,37328,8989,18206,20551,19406,5349,5136,11686,12039,6125,10884,7484,13815,10939,30143,9643,"SERINC3"
"6663","ENSG00000132825",705,712,344,1222,919,1115,874,1586,1018,3132,240,1297,1484,1847,700,2331,1596,1103,478,1055,553,1070,942,4241,953,"PPP1R3D"
"6664","ENSG00000132832",20,15,10,6,58,26,28,11,34,20,19,73,15,33,6,8,16,11,17,23,14,14,32,76,8,NA
"6665","ENSG00000132837",62,129,65,202,145,17,138,70,113,167,22,75,51,170,176,97,44,71,87,139,77,231,86,127,34,"DMGDH"
"6666","ENSG00000132840",132,486,143,657,662,29,297,263,317,15,2,263,16,158,1160,123,94,33,408,723,344,339,271,49,15,"BHMT2"
"6667","ENSG00000132842",2752,2957,1988,4461,4263,1962,6041,5295,5648,8510,1417,3106,6529,4421,1138,4069,5578,3411,2781,3277,2410,7460,1541,8606,3132,"AP3B1"
"6668","ENSG00000132846",1800,919,761,1809,1107,1329,1346,1127,1577,2350,137,1046,764,664,869,633,1594,1225,3596,1014,1007,4053,580,1185,842,"ZBED3"
"6669","ENSG00000132849",3743,3334,2564,8033,8346,2990,5804,4136,7739,15079,2443,5411,6296,3119,1498,6658,7711,10162,4214,2643,6212,6026,1759,8167,7462,"PATJ"
"6670","ENSG00000132854",200,1646,450,334,469,736,1298,252,815,81,121,124,69,49,131,758,348,88,322,187,629,4644,11,39,16,"KANK4"
"6671","ENSG00000132855",1,1,0,6,10,4,3,2,4,9,26,11,3,2,4,3,5,4,27,2,13,6,0,4,1,"ANGPTL3"
"6672","ENSG00000132872",7,2,1,3,0,0,0,0,0,1,4,0,12598,2,1,0,2,2,0,0,8,3,0,1,175,"SYT4"
"6673","ENSG00000132874",9,18,78,90,77,0,15,25,43,95,8,14,8,28,2,35,32,16,41,64,35,11,182,154,6,"SLC14A2"
"6674","ENSG00000132879",2381,599,331,648,4166,912,844,1132,984,2074,683,2040,1441,1546,1244,1162,1415,2708,2486,696,1759,1293,641,4024,1450,"FBXO44"
"6675","ENSG00000132881",143,170,132,217,464,139,211,375,285,728,99,160,431,298,40,220,172,456,104,158,246,307,75,935,140,"CPLANE2"
"6676","ENSG00000132906",972,700,383,850,1980,569,816,1246,950,811,216,769,1146,803,395,934,1000,1683,1325,660,835,1457,635,1866,632,"CASP9"
"6677","ENSG00000132911",21,3,3,1,2,0,3,4,2,0,0,4,0,0,1,1,5,3,2,1,2,1,93,21,2,"NMUR2"
"6678","ENSG00000132912",8647,3239,2162,5357,5940,3303,7353,5887,7345,17097,1970,3352,8144,7463,2880,7115,7673,6512,7113,3261,3392,8154,1793,10783,7421,"DCTN4"
"6679","ENSG00000132915",16,4,4,5,15,23,6,10,10,4,5,115,2,21,5,6,3,6,6,10,12,33,17,7,0,"PDE6A"
