"","Row.names","TCGA-AO-A126","TCGA-A2-A0CZ","TCGA-AC-A23G","TCGA-AN-A0XL","TCGA-EW-A3E8","TCGA-B6-A402","TCGA-EW-A1PF","TCGA-AC-A2QI","TCGA-E2-A10F","TCGA-A8-A06N","TCGA-A7-A5ZV","TCGA-LL-A441","TCGA-A7-A3J0","TCGA-AC-A2FM","TCGA-AO-A0JL","TCGA-D8-A1XD","TCGA-E2-A15F","TCGA-E2-A14U","TCGA-B6-A0IQ","TCGA-E2-A108","TCGA-A2-A4RY","TCGA-A8-A07C","TCGA-A2-A0CY","TCGA-A8-A08I","TCGA-E9-A54X","y"
"6356","ENSG00000130844",1171,1097,889,1209,2452,841,1189,1328,1162,4135,1051,1580,2762,1930,1130,3050,1849,1734,3229,1508,1128,3633,512,16550,1101,"ZNF331"
"6357","ENSG00000130856",701,506,479,1549,1327,991,796,1065,1247,2228,220,944,2413,1665,819,1429,1797,1254,1692,695,944,2054,563,3751,780,"ZNF236"
"6358","ENSG00000130876",0,174,0,258,444,10,28,12,43,0,0,61,12,46,16,2,53,15,144,695,112,47,16,6,4,"SLC7A10"
"6359","ENSG00000130881",1820,1757,1793,1605,3627,791,3450,4123,1845,931,2026,6417,5708,2535,1111,1456,2314,3259,4456,1944,2106,2264,1400,1806,1163,"LRP3"
"6360","ENSG00000130921",1665,905,453,1161,1355,1702,1156,1894,673,2671,662,2259,935,1482,1638,1465,678,2175,3666,1096,951,5218,2410,2580,969,"C12orf65"
"6361","ENSG00000130935",2347,2805,1165,3636,3119,4115,2619,3086,3494,8318,2701,3759,4231,4135,832,3299,3531,2772,4207,2003,1835,12800,1790,5023,1654,"NOL11"
"6362","ENSG00000130939",2746,3609,1630,4430,3776,5627,3195,3689,4049,9528,1518,3815,5218,2692,1825,4723,3878,5161,6058,3036,3163,19567,3634,5810,1955,"UBE4B"
"6363","ENSG00000130940",2501,1804,1002,2729,3875,1917,3248,5668,2367,7285,500,1877,8821,6694,929,7252,2876,6583,1894,1456,2942,1972,1065,5233,2775,"CASZ1"
"6364","ENSG00000130943",23,16,16,12,30,112,40,29,43,14,15,30,26,21,3,7,8,43,35,24,11,34,20,36,4,"PKDREJ"
"6365","ENSG00000130948",101,12,3,8,27,26,14,6,10,116,18,47,32,38,8,11,7,72,29,5,22,8,20,125,13,"HSD17B3"
"6366","ENSG00000130950",8,3,0,1,6,5,14,0,0,16,3,0,0,25,2,6,1,3,0,1,0,0,2,0,0,"NUTM2F"
"6367","ENSG00000130956",884,756,474,726,867,693,714,700,626,563,514,1297,858,429,387,330,342,806,549,813,609,801,191,595,684,"HABP4"
"6368","ENSG00000130957",6,0,1,0,8,8,31,2,5,32,3,12,4,59,9,13,7,9,2,3,4,4,2,6,0,"FBP2"
"6369","ENSG00000130958",1203,905,580,1081,1162,2804,1123,1005,1393,2232,472,1276,1922,1236,337,405,1023,1447,1104,1032,890,1946,742,1564,1083,"SLC35D2"
"6370","ENSG00000130962",273,642,358,634,422,538,687,417,661,64,326,363,460,172,1045,328,296,296,723,1085,458,576,255,235,228,"PRRG1"
"6371","ENSG00000130985",28169,20987,11805,15999,34102,14332,31293,31278,24352,35509,13642,26248,42068,23078,15852,23886,28762,33528,53422,20746,17609,22223,19878,46904,13435,"UBA1"
"6372","ENSG00000130988",36,90,45,171,127,42,51,32,50,36,496,421,359,58,426,41,19,326,664,66,261,108,6,269,78,"RGN"
"6373","ENSG00000130997",716,89,49,111,347,63,173,180,194,562,19,132,216,502,118,160,328,495,81,85,159,127,17,471,122,"POLN"
"6374","ENSG00000131002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,"TXLNGY"
"6375","ENSG00000131007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TTTY9B"
"6376","ENSG00000131013",1546,1081,659,2040,1594,2091,1905,1965,1505,1976,793,1936,1985,1590,789,1978,997,1904,3163,1415,1179,6712,778,9439,1540,"PPIL4"
"6377","ENSG00000131015",14,45,52,22,13,21,271,38,22,15,342,28,27,31,75,34,38,33,22,45,11,161,305,197,6,"ULBP2"
"6378","ENSG00000131016",967,3565,2788,5221,3320,235,4455,3331,3734,991,254,1324,520,1309,423,2306,2073,641,313,5081,3063,1375,261,921,116,"AKAP12"
"6379","ENSG00000131018",4786,3425,1949,4068,4075,774,5413,3495,4305,3680,688,5814,3196,1780,540,3283,2468,2225,694,5259,3241,2546,1137,14698,582,"SYNE1"
"6380","ENSG00000131019",6,21,13,11,3,21,62,15,14,0,2,67,80,26,8,21,16,23,39,16,18,50,47,34,14,"ULBP3"
"6381","ENSG00000131023",2130,1639,1076,3369,1857,2843,3658,3188,2511,4241,822,2718,3885,2405,973,4842,1809,3011,2217,2070,2053,14610,1068,21976,1859,"LATS1"
"6382","ENSG00000131037",4454,1882,803,1504,6626,1607,4260,4190,1892,1067,611,1373,729,1288,1108,1951,1950,4373,913,1002,3009,152,2118,12273,1844,"EPS8L1"
"6383","ENSG00000131042",317,390,265,226,590,210,282,491,646,246,143,558,379,1097,126,91,267,146,257,1346,222,713,31,3427,41,"LILRB2"
"6384","ENSG00000131043",3717,2944,1898,3941,4585,2973,3883,4844,3429,8257,2550,6438,3414,6585,1989,1499,5657,4322,4127,2649,2330,3320,2617,7861,1941,"AAR2"
"6385","ENSG00000131044",223,29,63,52,411,16,142,26,78,45,8,78,613,132,29,69,68,333,27,59,158,6,42,900,260,"TTLL9"
"6386","ENSG00000131050",0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,0,0,0,1,0,0,0,42,24,0,"BPIFA2"
"6387","ENSG00000131051",12248,7672,4168,16225,28401,14901,11458,13925,14499,37374,6582,20783,14064,17460,12507,21625,22781,18787,15719,8728,14578,23704,7694,30685,9906,"RBM39"
"6388","ENSG00000131055",278,81,172,142,258,68,155,177,47,45,22,170,122,174,359,36,23,61,151,128,77,58,45,31,22,"COX4I2"
"6389","ENSG00000131059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BPIFA3"
"6390","ENSG00000131061",572,357,242,472,876,783,671,714,399,1092,446,690,727,756,513,301,611,882,920,384,495,450,581,1270,294,"ZNF341"
"6391","ENSG00000131067",1977,616,584,2784,3580,1128,411,1823,787,6232,3430,3280,2594,786,1243,253,4005,2690,2679,493,2062,1135,1046,5881,1270,"GGT7"
"6392","ENSG00000131068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"DEFB118"
"6393","ENSG00000131069",2569,2606,1051,3665,3525,1102,2410,1894,1945,3736,1808,2715,2837,1526,2396,731,7508,2999,6622,2762,2350,7081,972,7147,1584,"ACSS2"
"6394","ENSG00000131080",230,325,208,206,350,134,454,483,191,484,16,239,384,86,66,1067,368,474,139,253,547,129,59,80,395,"EDA2R"
"6395","ENSG00000131089",1409,1489,952,1688,1664,3415,2048,1899,1744,3259,6938,2474,2528,2123,1832,1952,1372,1971,5148,1064,1346,1837,1401,2916,753,"ARHGEF9"
"6396","ENSG00000131094",30,19,99,21,61,27,21,64,78,233,120,9,280,53,68,14,23,191,11,10,186,225,25,632,18,"C1QL1"
"6397","ENSG00000131095",11,153,28,95,22,59,90,32,13,57,5,23,11,103,5,11,15,962,22,54,902,169,5,10,2,"GFAP"
"6398","ENSG00000131096",307,35,19,147,118,7,35,1,103,644,54,9,9,404,4,22,488,108,6,0,27,3,1,226,42,"PYY"
"6399","ENSG00000131097",253,91,86,107,150,56,90,144,48,61,13,57,69,193,107,40,19,33,79,69,55,65,32,74,34,"HIGD1B"
"6400","ENSG00000131100",5603,5925,2581,5993,9665,6527,4796,9888,5088,24455,2102,7755,10068,7309,3923,2552,4338,7295,5499,5926,3155,10017,2868,7094,3099,"ATP6V1E1"
"6401","ENSG00000131115",751,681,258,756,961,443,697,1012,844,1454,386,912,1474,424,325,1025,993,930,1221,613,794,1968,406,1869,580,"ZNF227"
"6402","ENSG00000131116",3819,1364,1139,1197,3576,985,2249,2036,1230,1558,1072,2636,2607,2132,1651,1141,936,2404,4379,913,1045,2255,930,2000,1748,"ZNF428"
"6403","ENSG00000131126",8,6,1,0,7,1,14,5,2,3,14,0,8,1,1,15,7,10,2,0,5,2,4,5,10,"TEX101"
"6404","ENSG00000131127",501,259,174,569,828,611,535,478,670,1690,65,779,598,736,321,710,760,555,643,369,580,985,113,1603,337,"ZNF141"
"6405","ENSG00000131142",19,1,2,3,5,9,12,0,1,0,28,11,9,2,0,17,7,11,12,8,3,5,7,21,8,"CCL25"
"6406","ENSG00000131143",15413,9074,6269,6383,16477,14374,12327,10845,6915,10831,16031,20439,16531,9774,21882,6107,4213,15892,18648,8520,7019,6737,25993,18221,11555,"COX4I1"
"6407","ENSG00000131148",1205,869,527,755,1632,1690,1528,1168,979,1695,2270,2781,2253,1391,1136,1301,994,1576,2169,1036,744,1178,1628,3342,1206,"EMC8"
"6408","ENSG00000131149",5003,3308,2862,8350,7596,2700,19353,6999,5878,15685,3813,8172,25527,19565,4562,15361,7423,12445,5421,5420,6153,2532,8339,15646,11572,"GSE1"
"6409","ENSG00000131152",2,3,3,1,3,6,8,2,5,4,15,6,7,10,0,4,5,12,4,2,7,3,6,5,12,NA
"6410","ENSG00000131153",1081,191,215,434,870,927,1835,256,764,1782,1208,1386,1596,1500,705,1791,788,507,2927,317,236,1329,1388,3140,990,"GINS2"
"6411","ENSG00000131165",4623,4707,2794,3911,7774,6766,8811,5966,4517,8823,9622,12391,10181,8262,4315,4407,4236,7505,8988,4231,4085,7069,11543,16372,5258,"CHMP1A"
"6412","ENSG00000131171",88446,5554,4954,83614,45505,3398,37484,26241,21624,2218,3887,9411,24773,2599,5702,5701,7604,25076,5461,16615,9812,7227,9633,59512,12669,"SH3BGRL"
"6413","ENSG00000131174",6739,3202,1583,3340,4885,4058,4166,3968,3222,6395,2073,3767,4390,3781,5604,2006,2874,3665,6916,3595,1602,4060,2438,5271,3007,"COX7B"
"6414","ENSG00000131183",0,1,1,1,1,8,4,1,2,1,0,4,2,1,7,1,2,2,6,9,0,1,8,2,0,"SLC34A1"
"6415","ENSG00000131187",730,652,368,295,813,2674,192,863,538,508,210,97,1144,122,314,24,68,310,428,349,182,76,826,353,1101,"F12"
"6416","ENSG00000131188",303,100,192,108,289,711,136,345,193,73,213,469,653,370,1423,164,33,184,389,136,85,108,341,255,517,"PRR7"
"6417","ENSG00000131196",2220,1375,1127,1629,2112,263,1311,2173,1238,1484,937,2868,547,2766,521,2406,1876,1481,2150,1868,1118,1145,341,3443,326,"NFATC1"
"6418","ENSG00000131203",134,390,77,67,1180,128,175,281,426,58,520,695,2930,86,77,26,150,85,479,2629,86,1282,40,4641,3,"IDO1"
"6419","ENSG00000131233",0,3,0,4,2,2,2,3,0,9,3,5,2,0,1,1,3,8,2,1,1,3,0,11,0,"GJA9"
"6420","ENSG00000131236",13966,19959,12074,19448,21808,12873,28348,32677,28329,26452,12166,26246,31630,15225,5860,16151,15756,20010,19374,25478,12852,21963,30436,42248,10499,"CAP1"
"6421","ENSG00000131238",10344,16834,5692,18030,16398,6834,13521,19890,17518,87678,14971,11717,17327,9361,7138,10560,6099,15261,13668,36024,11916,19527,23811,33644,11026,"PPT1"
"6422","ENSG00000131242",2097,1550,937,2248,4390,1703,2475,8140,2424,12125,1174,3867,6360,10229,1980,4399,4717,4740,1964,1268,1167,4005,923,16585,2475,"RAB11FIP4"
"6423","ENSG00000131263",3451,3100,1862,3679,4012,2513,6075,4886,4722,11458,706,6837,6312,4851,2213,7020,5449,3550,7290,3621,2293,8159,3255,13907,2881,"RLIM"
"6424","ENSG00000131264",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"CDX4"
"6425","ENSG00000131269",990,1007,673,1137,1558,538,1065,1536,959,3239,382,1836,1821,1046,374,1115,1129,1513,1642,1164,960,2155,595,3339,778,"ABCB7"
"6426","ENSG00000131323",1709,1667,849,1305,2147,2909,1261,2906,2345,5275,1052,3921,4744,5111,634,2431,1367,2209,1305,1989,1384,2955,538,7930,1595,"TRAF3"
"6427","ENSG00000131351",517,317,156,350,641,1126,316,441,404,532,620,742,582,966,713,382,328,568,1972,423,303,1734,881,506,250,"HAUS8"
"6428","ENSG00000131355",2,3,7,2,19,0,9,10,7,5,10,28,7,2,2,2,2,3,2,0,12,12,22,66,0,"ADGRE3"
"6429","ENSG00000131368",1600,1364,712,1444,2199,4029,1926,1734,1599,2290,1801,3067,1935,2002,1820,1699,1037,2266,3687,1192,1823,5735,1515,2774,1391,"MRPS25"
"6430","ENSG00000131370",323,817,679,1179,1096,179,1369,1029,636,327,568,1241,1190,855,162,1042,662,648,1377,737,1136,1401,214,1463,251,"SH3BP5"
"6431","ENSG00000131373",963,799,465,1064,1558,639,1129,1297,825,1239,414,928,1089,1307,366,962,759,1332,835,793,781,3275,513,2834,426,"HACL1"
"6432","ENSG00000131374",3524,3060,2043,4102,3257,3236,4996,5356,4917,7340,3726,4172,7115,5203,1158,4462,4353,4190,2614,4471,3056,16419,2105,7607,2458,"TBC1D5"
"6433","ENSG00000131375",1380,1458,878,2470,2077,1458,3077,2245,2890,4280,1672,2220,3663,2384,780,2803,3982,2495,1515,1924,1868,13091,988,5433,2209,"CAPN7"
"6434","ENSG00000131378",2393,2644,1655,2843,4748,1171,2783,3567,2005,650,570,5083,1719,1619,1322,1526,954,1460,1118,4688,1735,2135,566,3973,359,"RFTN1"
"6435","ENSG00000131379",6,15,1,6,6,0,13,7,9,26,6,28,19,38,4,8,27,1,15,7,16,118,1,68,3,"C3orf20"
"6436","ENSG00000131381",1869,1801,954,2857,2355,1386,3405,2928,2769,5033,1252,2296,2086,3576,518,2547,2736,2473,2008,2295,1854,11965,870,6548,1391,"RBSN"
"6437","ENSG00000131386",3448,987,1528,2875,1212,158,710,374,1174,88,69,274,160,563,61,741,243,611,40,1621,958,1020,38,215,16,"GALNT15"
"6438","ENSG00000131389",5002,2546,3353,3494,4544,1893,7394,4820,8136,2724,1284,4595,3963,4510,1090,4396,2058,4071,6705,6435,4506,5118,1610,7329,702,"SLC6A6"
"6439","ENSG00000131398",725,826,727,112,2288,2910,1132,158,496,43,2282,635,1142,89,562,4318,1353,1382,2433,283,2044,162,972,1242,671,"KCNC3"
"6440","ENSG00000131400",36,50,30,12,166,139,34,23,82,15,85,124,131,226,43,50,43,145,65,38,166,14,14,126,56,"NAPSA"
"6441","ENSG00000131401",468,564,513,259,2659,81,676,1201,659,150,67,3771,506,103,50,28,486,1109,249,1507,733,470,44,665,35,"NAPSB"
"6442","ENSG00000131408",5678,4238,2625,3411,8731,2860,6368,6067,3734,4677,4172,5864,4982,8603,2529,2724,3996,5593,5543,3806,3561,3111,2760,5561,2976,"NR1H2"
"6443","ENSG00000131409",88,54,44,165,93,18,47,51,71,21,168,118,44,98,18,7,33,24,32,67,122,3,5,58,23,"LRRC4B"
"6444","ENSG00000131435",3225,1453,2174,943,808,594,866,1659,1129,32,38,1162,412,377,189,458,639,5088,3555,1439,2557,228,1018,659,10,"PDLIM4"
"6445","ENSG00000131437",872,581,718,1503,1969,858,1543,1777,1526,4687,724,1359,3680,2866,698,1573,2323,1845,1180,797,1155,1404,451,3616,1769,"KIF3A"
"6446","ENSG00000131446",9401,10890,7358,7775,12414,6399,8669,11959,10044,9041,7151,14367,9686,8844,3042,5247,6194,9061,6469,12790,6287,8997,2575,20490,6257,"MGAT1"
"6447","ENSG00000131459",995,2219,1414,963,1403,419,2036,1357,1951,127,502,1371,1675,249,439,808,1330,308,167,1966,1011,1323,321,657,53,"GFPT2"
"6448","ENSG00000131462",3028,1953,1073,3191,2687,4781,2091,2272,2380,7216,988,2168,3578,3627,1206,1716,3509,2017,4102,1190,1115,5550,1471,4761,3157,"TUBG1"
"6449","ENSG00000131467",5698,4796,2954,7568,6359,9718,5960,8171,7776,20693,4024,7231,13617,11542,1579,6044,9496,7453,7673,4678,3760,17902,3516,12853,5353,"PSME3"
"6450","ENSG00000131469",56111,36017,18572,25654,42301,52694,12192,23575,24665,44017,13831,31957,36690,25078,10692,14142,9114,35289,51755,20418,18735,41138,59924,27612,19234,"RPL27"
"6451","ENSG00000131470",153,138,61,320,419,642,194,195,260,819,118,452,397,667,76,268,317,183,648,94,144,998,74,658,229,"PSMC3IP"
"6452","ENSG00000131471",3002,4716,2476,13622,7694,519,2732,2786,3374,476,345,2008,1137,2585,1089,654,1420,980,470,12923,3668,1460,295,344,67,"AOC3"
"6453","ENSG00000131473",6364,13082,5091,13812,10818,16377,15046,18493,12959,36350,11576,11966,56606,26451,2836,17408,11919,14909,12438,7563,8084,23988,4198,26545,7686,"ACLY"
"6454","ENSG00000131475",4071,2733,1533,4800,6446,4863,2642,3757,3107,11762,1895,3105,4429,7817,863,2497,2014,4339,3447,1959,1885,4466,1504,5181,2709,"VPS25"
"6455","ENSG00000131477",4937,1263,1963,2650,3166,903,1379,1955,2006,1708,112,2352,1551,1449,1827,335,2733,2072,627,2675,798,637,583,5716,514,"RAMP2"
"6456","ENSG00000131480",89,42,14,99,154,81,97,25,29,120,1330,87,25,181,25,32,83,81,107,152,84,75,21,142,15,"AOC2"
"6457","ENSG00000131482",0,0,0,2,0,1,1,0,3,0,0,3,0,3,0,0,0,1,0,0,2,0,1,1,0,"G6PC"
"6458","ENSG00000131484",3,3,2,0,7,0,2,1,0,1,0,1,0,2,3,0,3,1,1,0,0,1,3,6,0,NA
"6459","ENSG00000131495",5444,1961,1520,2156,5670,1810,2915,3596,2111,6613,1878,2566,3859,4185,3621,1311,2452,3548,5165,1730,1592,2128,1354,3167,5126,"NDUFA2"
"6460","ENSG00000131503",239,124,117,303,423,224,359,261,269,606,178,401,314,370,207,426,388,294,493,185,405,376,211,831,231,"ANKHD1"
"6461","ENSG00000131504",5064,5536,4367,6983,7090,4277,10013,6884,10202,10793,4869,10166,13679,7679,2656,5670,6220,7811,16741,8895,5399,21786,3847,29104,6108,"DIAPH1"
"6462","ENSG00000131507",10724,5171,4751,8663,11212,4900,9967,11296,9846,32370,4476,6677,16554,9072,5431,8116,13136,10630,10298,7221,5097,10073,2527,22002,11712,"NDFIP1"
"6463","ENSG00000131508",5773,3273,2408,4197,5724,4378,5158,5413,5261,7600,2350,4652,5766,5135,3699,4909,5691,4546,10315,3540,2537,8656,2756,8947,6437,"UBE2D2"
"6464","ENSG00000131538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TTTY6"
"6465","ENSG00000131548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TTTY6B"
"6466","ENSG00000131558",3796,3489,2657,6536,5583,4724,5583,5940,5891,8930,2555,6550,7682,5302,1579,6330,5368,4592,11669,3501,3308,9821,2950,6982,3072,"EXOC4"
"6467","ENSG00000131584",1971,1282,1217,1837,6849,2790,2061,4162,2802,2566,1542,2575,3552,3344,1923,3072,1262,2449,2080,1143,2824,1227,1119,1835,2255,"ACAP3"
"6468","ENSG00000131591",900,392,323,868,3139,1510,647,1088,872,907,496,976,1130,1088,841,1069,867,1449,1708,531,1315,840,604,1175,842,"C1orf159"
"6469","ENSG00000131620",13734,13724,4210,11774,13445,2934,8231,13031,6926,36071,3085,22765,1229,16558,1652,8165,7314,19132,17046,5825,24779,4337,520,9762,157,"ANO1"
"6470","ENSG00000131626",5293,2955,1606,4250,4288,3307,3362,4319,4465,13294,4288,27142,7766,5093,1451,3774,5627,4616,7069,2760,3212,9639,1853,8858,2024,"PPFIA1"
"6471","ENSG00000131634",2342,1822,1927,2030,3439,1003,2099,3457,2004,431,294,1763,776,2023,1310,1037,455,1437,564,1592,1592,709,242,392,176,"TMEM204"
"6472","ENSG00000131650",25,9,33,89,92,78,39,45,96,23,28,265,431,187,1023,139,26,54,340,432,87,622,85,226,456,"KREMEN2"
"6473","ENSG00000131652",2448,1543,1028,1418,4582,2951,1121,2355,1960,1428,1314,2430,1562,1700,2948,1397,841,3252,2448,1575,1330,1617,1558,1968,1151,"THOC6"
"6474","ENSG00000131653",3461,5362,3637,6042,7685,6172,8921,5650,8436,9830,5213,6641,12074,7812,2240,4077,5075,8025,6271,6687,4469,7166,5006,10813,2750,"TRAF7"
"6475","ENSG00000131668",5,41,18,3,44,28,26,12,7,2,3065,49,437,12,1215,11,5,4,15,25,22,5,17,12,5,"BARX1"
"6476","ENSG00000131669",18783,7934,4015,6090,8586,2482,10957,6599,8849,8754,3255,4847,5948,6169,4178,3508,5745,10330,3479,4694,6602,4073,1749,9119,9505,"NINJ1"
"6477","ENSG00000131686",0,42,2,0,1,89,10,0,2,2,2,99,0,0,13,1,0,44,242,9,26,8795,0,1,0,"CA6"
"6478","ENSG00000131697",436,659,616,840,1455,1099,777,1425,1026,1154,911,1402,2370,1161,282,1033,504,1373,1366,682,1461,1344,531,1757,748,"NPHP4"
"6479","ENSG00000131711",1844,3243,3024,8033,2019,874,5424,57327,2792,1669,1305,3391,12018,1898,3245,1338,1436,2852,6298,4725,4199,3832,2555,10744,3232,"MAP1B"
"6480","ENSG00000131721",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RHOXF2"
"6481","ENSG00000131724",9282,8764,6865,10107,9872,1967,18236,20707,13636,13599,8946,7338,13724,7640,2680,4157,11659,13333,10834,14407,6303,8301,7978,30778,9438,"IL13RA1"
"6482","ENSG00000131725",671,925,516,1724,1902,682,1864,1346,1481,3456,963,1347,1530,1521,335,1094,879,1061,1039,1253,906,1842,430,2451,522,"WDR44"
"6483","ENSG00000131730",69,71,48,264,126,49,84,77,154,73,28,166,39,88,111,51,98,131,43,147,240,112,11,114,28,"CKMT2"
"6484","ENSG00000131732",801,614,379,1249,1351,976,849,966,775,2330,358,866,727,844,538,670,870,1021,1242,701,708,2186,376,1876,1711,"ZCCHC9"
"6485","ENSG00000131737",1,0,0,0,0,0,0,0,1,0,96,57,2,0,3,1,1,0,1,1,0,2,0,0,0,"KRT34"
"6486","ENSG00000131738",0,2,0,0,0,4,0,1,0,2,0,0,0,0,0,2,2,0,1,1,0,9,0,0,0,"KRT33B"
"6487","ENSG00000131746",2201,2739,1409,957,1069,1492,2058,784,1806,1205,207,1714,85,1113,8649,1063,996,7133,214,2200,7979,302,9977,321,7,"TNS4"
"6488","ENSG00000131747",3548,1048,1877,10499,4601,10729,2601,1527,7052,11836,4975,7084,10930,14478,20531,8081,7598,422,22718,3540,1119,77426,2491,31769,3218,"TOP2A"
"6489","ENSG00000131748",2490,2258,1463,3882,7292,3135,2429,3539,2286,7240,926,2482,3838,7584,5638,3885,1822,4578,2366,2376,3066,6251,1297,4587,1422,"STARD3"
"6490","ENSG00000131759",7764,6402,6052,9792,8534,1970,7807,11729,9027,11641,1083,4098,16592,22329,6396,5498,7175,6600,2499,4740,5073,1273,5489,8485,5254,"RARA"
"6491","ENSG00000131771",380,1781,3571,5835,7348,4735,265,19314,479,35,16525,17024,17415,2797,134825,8002,166,11945,5258,1808,2251,14590,674,1611,7182,"PPP1R1B"
"6492","ENSG00000131773",454,429,580,662,528,2606,531,853,533,62,501,3039,501,401,455,493,159,1116,5563,353,691,1019,1371,955,111,"KHDRBS3"
"6493","ENSG00000131778",1360,1654,1175,1553,2653,4759,1669,1380,3172,1473,2903,4020,4211,1225,4771,752,1559,2868,16062,1337,1715,10447,5507,3449,1982,"CHD1L"
"6494","ENSG00000131779",3789,2062,1257,4004,3925,3721,2578,5536,4097,5967,2337,2965,3871,2399,3265,1793,2902,3696,9412,1629,1872,6316,6379,4787,2346,"PEX11B"
"6495","ENSG00000131781",325,207,420,2622,733,262,440,1048,1417,2433,101,517,1347,362,369,104,233,2558,292,280,537,620,1042,3176,644,"FMO5"
"6496","ENSG00000131788",2830,2483,2226,9070,4071,2387,4844,8507,6606,3107,3510,4655,4845,5536,2952,3258,2230,5364,7133,2333,4331,5189,5811,4369,2146,"PIAS3"
"6497","ENSG00000131791",743,1170,681,2158,968,2857,1342,1864,2235,2529,1944,2731,1478,994,2007,1603,808,1352,3365,1159,1243,5471,1524,2224,567,"PRKAB2"
"6498","ENSG00000131797",472,250,248,513,2815,1030,698,1067,992,1771,148,2171,900,1172,414,589,685,1813,1416,538,1397,934,648,1963,726,"CLUHP3"
"6499","ENSG00000131808",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"FSHB"
"6500","ENSG00000131828",4099,2446,1179,2803,3960,3712,2756,2581,2502,5987,2153,2886,3613,3636,3481,2483,2597,3393,8340,4730,2039,5434,1759,6148,2046,"PDHA1"
"6501","ENSG00000131831",1039,1941,1651,811,2309,74,1511,1011,2398,5116,66,864,475,982,236,2428,3626,4121,181,3318,1568,149,77,5666,853,"RAI2"
"6502","ENSG00000131844",16611,3360,2564,9780,16808,3100,21093,10265,11047,19401,1327,3589,19638,14360,2357,6485,27808,16040,2907,6168,12784,5492,2909,32545,17726,"MCCC2"
"6503","ENSG00000131845",1174,737,408,1390,1101,703,2584,1797,1465,3136,556,1261,1578,6972,560,11300,1986,1431,2051,800,908,1661,245,4712,935,"ZNF304"
"6504","ENSG00000131848",209,208,112,162,297,155,383,277,150,227,191,281,432,1144,97,737,215,348,695,239,211,114,204,1269,66,"ZSCAN5A"
"6505","ENSG00000131849",296,292,159,232,175,281,538,220,163,426,31,197,1036,548,110,2038,363,561,350,255,303,458,147,713,405,"ZNF132"
"6506","ENSG00000131864",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"USP29"
"6507","ENSG00000131871",2624,3887,1349,3089,4735,4804,3809,3682,2388,5271,1942,7100,6092,5060,2035,2006,3488,3871,2153,2624,1610,3970,1979,5586,5737,"SELENOS"
"6508","ENSG00000131873",2957,5812,4741,5814,4646,4039,5059,5045,5135,3787,1304,6444,2774,2655,2631,3525,4691,7978,6324,4204,3900,5732,1276,6735,3648,"CHSY1"
"6509","ENSG00000131876",1560,1302,422,1517,2357,2673,2083,1045,1310,2016,1213,3134,1265,1411,1843,1328,1401,1236,3868,1075,1208,2681,1463,2204,1584,"SNRPA1"
"6510","ENSG00000131885",0,1,3,1,4,41,0,0,1,1,2,3,3,1,0,8,4,16,23,2,4,2,1,2,1,NA
"6511","ENSG00000131899",1253,2178,1936,1531,3476,1737,2567,3310,1786,2578,1787,3760,3516,5450,1002,3433,2362,3653,5255,2286,3153,7707,934,3744,902,"LLGL1"
"6512","ENSG00000131910",1,0,0,0,0,1,0,1,0,32,0,2,1,10,1,3,0,15,2,0,1,0,0,13,0,"NR0B2"
"6513","ENSG00000131914",2,0,0,3,0,4,1,0,0,1,0,1,3,2,0,3,1,1,3,4,0,3,3,5,75,"LIN28A"
"6514","ENSG00000131931",792,452,274,711,706,1045,514,819,657,1681,507,833,1177,1120,691,2957,672,749,610,514,493,1575,767,1145,754,"THAP1"
"6515","ENSG00000131941",911,1196,842,1711,4530,6157,1977,2015,961,9840,61,1622,1383,3941,1701,2060,2439,3747,653,1122,1242,2825,2092,7297,919,"RHPN2"
"6516","ENSG00000131943",1776,1269,778,2048,2258,2697,1381,1650,1320,1661,633,2732,767,1059,4707,338,1937,1486,2597,1607,1320,2054,905,2196,679,"C19orf12"
"6517","ENSG00000131944",263,338,140,472,681,184,365,377,376,538,253,456,447,358,97,239,509,434,764,255,194,826,274,757,228,"FAAP24"
"6518","ENSG00000131951",0,13,0,2,12,3,2,5,4,51,1,1,0,10,1,5,0,8,7,2,2,0,6,49,0,"LRRC9"
